"","X","tree_id","division","family","genus","species","latitude","longitude","stem_diameter_cm","height_m","crown_radius_m","height_outlier","crown_radius_outlier","reference_id","count","pft"
"24753",407001,"T_407001","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,14.5,7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24754",407232,"T_407232","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,14.6,6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24755",407413,"T_407413","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.335,142.517,14.7,4.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24756",407612,"T_407612","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,14.8,5.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24757",407808,"T_407808","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,14.9,4.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24758",408375,"T_408375","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,15,3.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24759",408562,"T_408562","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,15.1,4.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24760",409084,"T_409084","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.032,140.256,15.4,2.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24761",409104,"T_409104","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.434,143.672,15.4,9.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24762",409271,"T_409271","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.424,146.401,15.5,13.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24763",410527,"T_410527","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.335,142.517,16.1,7.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24764",410842,"T_410842","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-35.048,149.232,16.3,5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24765",411146,"T_411146","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,16.5,2.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24766",412577,"T_412577","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-35.048,149.232,17.3,3.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24767",412580,"T_412580","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,17.3,2.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24768",412581,"T_412581","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,17.3,3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24769",412884,"T_412884","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.032,140.256,17.5,2.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24770",412997,"T_412997","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.335,142.517,17.6,6.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24771",413005,"T_413005","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,17.6,6.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24772",413138,"T_413138","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,17.7,2.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24773",413147,"T_413147","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.889,141.589,17.7,9.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24774",413825,"T_413825","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,18,7.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24775",414200,"T_414200","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.032,140.256,18.3,3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24776",414201,"T_414201","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,18.3,18.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24777",414308,"T_414308","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,18.4,19.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24778",414470,"T_414470","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,18.5,6.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24779",415300,"T_415300","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.434,143.672,19,10.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24780",415514,"T_415514","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-33.675,148.826,19.2,6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24781",415773,"T_415773","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,19.4,4.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24782",415774,"T_415774","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,19.4,3.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24783",415896,"T_415896","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,19.5,3.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24784",416114,"T_416114","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-34.733,139.077,19.7,3.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24785",416226,"T_416226","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,19.8,3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24786",416234,"T_416234","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.425,146.311,19.8,9.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24787",416332,"T_416332","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,19.9,6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24788",416953,"T_416953","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.64,146.496,20.3,10.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24789",417299,"T_417299","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-35.048,149.232,20.6,4.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24790",417403,"T_417403","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.514,143.326,20.7,23.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24791",417608,"T_417608","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,20.9,5.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24792",417922,"T_417922","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.097,141.305,21,16.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24793",418112,"T_418112","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.335,142.517,21.2,9.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24794",418586,"T_418586","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,21.7,2.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24795",418774,"T_418774","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.335,142.517,21.9,9.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24796",418779,"T_418779","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,21.9,4.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24797",419080,"T_419080","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.373,146.828,22,7.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24798",419091,"T_419091","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.977,141.539,22,19.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24799",419259,"T_419259","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,22.2,24.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24800",419611,"T_419611","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,22.6,26.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24801",419614,"T_419614","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,22.6,5.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24802",421326,"T_421326","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,24.3,21.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24803",421715,"T_421715","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,24.8,5.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24804",421716,"T_421716","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.899,141.638,24.8,4.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24805",422106,"T_422106","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,25.1,3.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24806",422318,"T_422318","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.977,141.539,25.4,22.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24807",422515,"T_422515","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.013,149.382,25.7,20.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24808",422578,"T_422578","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-33.675,148.826,25.8,18.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24809",422648,"T_422648","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.889,141.589,25.9,16.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24810",423096,"T_423096","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.996,141.561,26.4,17.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24811",423618,"T_423618","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,27,20.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24812",423798,"T_423798","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-33.675,148.826,27.3,18.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24813",424426,"T_424426","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,28.2,2.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24814",424644,"T_424644","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.352,146.4,28.7,15,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24815",425193,"T_425193","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.813,141.456,29.5,12,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24816",425687,"T_425687","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,30.2,23.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24817",425873,"T_425873","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,30.6,3.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24818",426636,"T_426636","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,32,3.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24819",426738,"T_426738","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,32.3,26.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24820",427100,"T_427100","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.753,144.07,33,15.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24821",427210,"T_427210","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.996,141.561,33.3,18.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24822",427518,"T_427518","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,34,2.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24823",427597,"T_427597","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.008,141.355,34.2,20.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24824",427619,"T_427619","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.022,140.256,34.3,3.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24825",428553,"T_428553","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.889,141.589,36.8,15,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24826",428690,"T_428690","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.996,141.561,37,20,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24827",428761,"T_428761","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.863,142.046,37.3,19.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24828",429003,"T_429003","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.979,147.686,38,7.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24829",429025,"T_429025","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.996,141.561,38.1,19.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24830",429155,"T_429155","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.863,142.046,38.6,21.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24831",429315,"T_429315","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.996,141.561,39,22.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24832",429467,"T_429467","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.995,141.516,39.6,16.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24833",429816,"T_429816","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.129,148.49,40.8,20.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24834",429972,"T_429972","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.863,142.046,41.1,23.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24835",430210,"T_430210","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.514,143.326,42,29.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24836",430748,"T_430748","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.996,141.561,44.4,23.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24837",431246,"T_431246","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.977,141.539,46.8,21.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24838",431640,"T_431640","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.01,141.424,48.9,17.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24839",431753,"T_431753","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.863,142.046,49.5,27.6,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24840",431861,"T_431861","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.431,144.322,50,27.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24841",431920,"T_431920","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.01,141.424,50.5,17,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24842",432393,"T_432393","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.514,143.326,53.9,41.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24843",432449,"T_432449","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.977,141.539,54.2,18.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24844",432487,"T_432487","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.424,146.401,54.5,28.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24845",432942,"T_432942","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.995,141.516,58.5,22.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24846",432950,"T_432950","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,58.6,42,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24847",432966,"T_432966","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.008,141.355,58.8,20.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24848",433023,"T_433023","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.977,141.539,59.3,26.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24849",433049,"T_433049","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.995,141.516,59.5,23.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24850",433220,"T_433220","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.977,141.539,61.2,29.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24851",433582,"T_433582","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.129,148.49,65.5,29.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24852",433607,"T_433607","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.008,141.355,65.8,21.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24853",433680,"T_433680","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.373,146.828,66.7,17.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24854",434151,"T_434151","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.798,141.002,74,23.8,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24855",434320,"T_434320","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.798,141.002,76.8,23.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24856",434442,"T_434442","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.514,143.326,79.7,45.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24857",434461,"T_434461","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.798,141.002,80,23.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24858",434514,"T_434514","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.514,143.326,81,45.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24859",434600,"T_434600","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,83.3,46.3,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24860",434730,"T_434730","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.889,141.589,86.8,21.9,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24861",434800,"T_434800","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,89.5,44,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24862",434895,"T_434895","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.097,141.305,92.9,23.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24863",434902,"T_434902","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.514,143.326,93.2,47.4,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24864",434950,"T_434950","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.712,146.497,95.3,31.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24865",435027,"T_435027","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,99,49.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24866",435091,"T_435091","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-38.008,141.355,103.7,18.5,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24867",435277,"T_435277","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-37.64,146.496,121,42.1,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24868",435325,"T_435325","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,129.5,45.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24869",435337,"T_435337","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,131.3,54.2,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24870",435343,"T_435343","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-36.997,149.383,132.9,48.7,NA,"N","N",59,595,"tall_sclerophyll_resprout"
"24871",498762,"T_498762","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus viminalis",-41.4023,147.975,330,89,NA,"N","N",69,595,"tall_sclerophyll_resprout"
"25417",121027,"T_121027","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-42.4886,146.4025,295,85,NA,"N","N",28,87,"tall_sclerophyll_seed"
"25418",393679,"T_393679","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.676,147.909,10.2,10.6,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25419",393680,"T_393680","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.676,147.909,10.2,9.6,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25420",394783,"T_394783","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,10.5,11.5,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25421",395109,"T_395109","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.676,147.909,10.6,9.2,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25422",395442,"T_395442","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.676,147.909,10.7,9.7,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25423",395443,"T_395443","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,10.7,10.4,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25424",396910,"T_396910","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,11,9.1,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25425",396911,"T_396911","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,11,8.7,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25426",397586,"T_397586","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,11.2,11.3,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25427",397857,"T_397857","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,11.3,10.1,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25428",398760,"T_398760","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,11.6,8.2,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25429",398992,"T_398992","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,11.7,8.8,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25430",398994,"T_398994","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,11.7,12.5,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25431",399588,"T_399588","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,11.9,8.1,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25432",400311,"T_400311","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,12,9.1,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25433",400867,"T_400867","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,12.2,10,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25434",401109,"T_401109","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,12.3,10.3,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25435",401633,"T_401633","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,12.5,11.4,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25436",402139,"T_402139","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,12.7,9.4,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25437",402394,"T_402394","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,12.8,9.3,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25438",402647,"T_402647","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-41.311,147.539,12.9,16,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25439",403316,"T_403316","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-41.63,146.259,13,13.5,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25440",403583,"T_403583","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-42.811,146.61,13.1,13.8,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25441",404528,"T_404528","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.529,147.993,13.5,7.5,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25442",404975,"T_404975","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-42.811,146.61,13.7,13.3,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25443",406577,"T_406577","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-41.367,147.603,14.3,12.3,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25444",406761,"T_406761","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-41.63,146.259,14.4,13.7,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25445",406981,"T_406981","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.688,147.373,14.5,9.9,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25446",407223,"T_407223","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,14.6,12.9,NA,"N","N",59,87,"tall_sclerophyll_seed"
"25447",407409,"T_407409","Angiosperm","Myrtaceae","Eucalyptus","Eucalyptus delegatensis",-36.818,148.005,14.7,16,NA,"N","N",59,87,"tall_sclerophyll_seed"
